population_stunting,auroc
0.0,0.834821145932257
0.05,0.834821145932257
0.1,0.8328584995251661
0.15,0.8328584995251661
0.2,0.8328584995251661
0.25,0.8328584995251661
0.3,0.8326685660018993
0.35,0.8326685660018993
0.4,0.8326685660018993
0.45,0.8326685660018993
0.5,0.8326685660018993
0.55,0.8326685660018993
0.6,0.8326685660018993
